gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,17031,642,0,0,0,Core staff,1.0,25.0,2.0
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,16314,1040,1,0,0,High skill tech staff,2.0,40.0,0.0
F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10151,1138,0,0,0,Laborers,3.0,17.0,2.0
F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,14197,1389,0,0,0,Sales staff,4.0,41.0,2.0
F,N,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,18942,4854,1,0,0,Sales staff,2.0,14.0,2.0
F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,9510,2878,0,0,0,Laborers,3.0,42.0,2.0
F,N,N,0,256500.0,Commercial associate,Higher education,Married,House / apartment,11212,2565,0,0,1,HR staff,2.0,31.0,0.0
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11533,746,0,0,0,Drivers,2.0,9.0,2.0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21188,5818,0,0,0,unknown,2.0,34.0,2.0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,16211,1406,0,0,0,Laborers,1.0,9.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21647,0,0,0,0,unknown,2.0,16.0,1.0
M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,21149,11884,1,0,0,Laborers,2.0,35.0,2.0
F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17163,3258,1,1,0,Sales staff,2.0,48.0,2.0
M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,19597,993,0,1,0,Drivers,2.0,54.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21432,0,0,0,0,unknown,2.0,55.0,2.0
F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,13184,5728,0,0,1,Accountants,1.0,0.0,1.0
M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,16856,1373,0,0,0,Core staff,4.0,23.0,2.0
F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,13876,5370,1,0,0,High skill tech staff,3.0,5.0,1.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,18513,8163,0,0,0,High skill tech staff,2.0,57.0,2.0
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,19363,12332,0,1,1,Medicine staff,1.0,26.0,2.0
M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,13534,1420,0,0,0,unknown,3.0,25.0,2.0
F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,21739,0,0,0,0,unknown,2.0,35.0,2.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22006,0,0,0,0,unknown,2.0,25.0,0.0
M,N,Y,0,46948.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21167,0,0,0,0,unknown,1.0,14.0,1.0
M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,9621,126,0,0,0,Core staff,3.0,31.0,1.0
M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,11583,3407,1,0,0,Laborers,3.0,60.0,2.0
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,10218,313,1,0,0,unknown,3.0,43.0,2.0
F,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,10533,2317,1,0,0,Managers,1.0,13.0,1.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,12488,747,0,0,1,Laborers,2.0,38.0,2.0
F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,11760,187,0,0,1,Sales staff,3.0,47.0,2.0
M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,10136,2441,0,0,0,Laborers,2.0,53.0,2.0
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,15761,3173,0,0,0,Laborers,4.0,2.0,1.0
M,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,13334,2829,1,1,0,Laborers,2.0,7.0,2.0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18103,3840,0,0,0,Laborers,2.0,57.0,2.0
F,N,Y,0,360000.0,State servant,Secondary / secondary special,Married,House / apartment,19070,10490,0,0,0,Accountants,2.0,35.0,1.0
M,N,N,1,157500.0,Working,Higher education,Separated,With parents,10862,1160,1,1,0,Laborers,2.0,8.0,2.0
F,N,N,0,112500.0,Working,Incomplete higher,Married,With parents,10157,704,0,0,0,Sales staff,2.0,16.0,2.0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22897,1812,0,0,0,Managers,2.0,13.0,2.0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,12322,3717,0,0,0,Core staff,2.0,25.0,2.0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,16589,1497,0,0,0,Core staff,2.0,12.0,1.0
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,11723,1830,1,0,1,unknown,2.0,52.0,1.0
F,N,Y,0,94500.0,Pensioner,Higher education,Single / not married,House / apartment,22481,0,0,0,0,unknown,1.0,47.0,2.0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22332,0,0,0,0,unknown,1.0,3.0,0.0
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22070,0,0,0,0,unknown,2.0,23.0,2.0
F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,18009,0,0,0,0,unknown,2.0,42.0,2.0
F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,10087,2908,1,1,0,Sales staff,3.0,4.0,2.0
M,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,20301,0,0,0,0,unknown,1.0,4.0,2.0
F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,14133,2695,0,0,0,High skill tech staff,4.0,35.0,2.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,8537,651,1,0,0,Laborers,2.0,20.0,2.0
M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13639,430,0,0,0,Laborers,4.0,25.0,2.0
F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21387,0,0,0,0,unknown,2.0,31.0,0.0
F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,10559,429,1,1,0,Drivers,2.0,35.0,2.0
F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13768,2565,0,0,0,Managers,3.0,25.0,2.0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14330,1936,0,0,0,Sales staff,2.0,32.0,2.0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19451,962,0,0,0,Core staff,2.0,8.0,2.0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Widow,House / apartment,15584,1611,0,0,0,Sales staff,1.0,10.0,2.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23594,0,0,0,0,unknown,1.0,54.0,1.0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12654,823,1,0,0,Sales staff,2.0,24.0,2.0
M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,10837,588,0,0,1,Sales staff,1.0,1.0,1.0
F,N,Y,1,202500.0,Working,Incomplete higher,Married,House / apartment,10746,1100,0,1,0,Sales staff,3.0,53.0,2.0
F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,17164,9363,0,0,0,Medicine staff,2.0,59.0,2.0
F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,12291,1053,0,0,0,unknown,2.0,7.0,2.0
M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17523,4152,1,0,0,unknown,2.0,56.0,2.0
F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15150,719,0,0,0,Medicine staff,3.0,55.0,1.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,16278,2712,1,1,0,unknown,1.0,41.0,2.0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,12286,4146,0,0,0,unknown,1.0,36.0,0.0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,10305,155,0,0,0,Laborers,2.0,8.0,2.0
M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13314,544,0,0,0,Drivers,3.0,52.0,2.0
M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,11762,293,0,0,0,Laborers,1.0,31.0,2.0
M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14670,6957,0,1,0,unknown,4.0,15.0,2.0
M,Y,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,9839,1569,0,0,0,HR staff,1.0,44.0,2.0
M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,Rented apartment,11583,3407,1,0,0,Laborers,3.0,19.0,2.0
F,N,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,15905,8803,1,0,0,Medicine staff,3.0,24.0,1.0
F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,21016,14018,0,0,0,Medicine staff,2.0,59.0,2.0
M,N,Y,0,67500.0,Working,Higher education,Single / not married,House / apartment,19718,2052,0,1,0,Laborers,1.0,57.0,1.0
F,N,N,0,81000.0,Pensioner,Higher education,Single / not married,House / apartment,23291,0,0,1,0,unknown,1.0,45.0,1.0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12175,1463,1,0,0,Core staff,2.0,17.0,2.0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,Rented apartment,15399,6555,0,0,0,Managers,3.0,33.0,2.0
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,14504,2518,0,0,0,Accountants,3.0,27.0,2.0
M,Y,N,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,18484,461,0,1,0,Drivers,2.0,2.0,0.0
F,N,N,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,15517,2023,0,0,0,Medicine staff,2.0,35.0,2.0
F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,19598,11940,0,1,0,Medicine staff,2.0,57.0,2.0
F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22799,0,0,0,0,unknown,2.0,27.0,2.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,17876,377,1,1,0,Private service staff,1.0,33.0,2.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23770,0,0,0,0,unknown,2.0,17.0,2.0
M,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,11539,410,0,0,1,unknown,2.0,26.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,18199,5190,0,0,0,Cleaning staff,2.0,9.0,2.0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,22228,686,1,1,0,High skill tech staff,2.0,47.0,2.0
F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,12682,932,0,0,1,Managers,4.0,7.0,1.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,13424,4754,0,0,1,Laborers,2.0,2.0,1.0
F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,16641,9988,1,1,0,Sales staff,2.0,43.0,2.0
M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12755,2105,0,0,0,unknown,3.0,44.0,2.0
F,N,N,1,67500.0,Working,Higher education,Single / not married,House / apartment,9094,127,0,0,1,Sales staff,2.0,2.0,1.0
F,N,Y,0,675000.0,Commercial associate,Higher education,Married,House / apartment,19698,4441,0,1,0,Managers,2.0,23.0,2.0
M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,8919,947,0,0,0,Laborers,1.0,26.0,2.0
M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23674,2087,0,0,0,Security staff,2.0,30.0,1.0
M,Y,N,1,202500.0,Working,Secondary / secondary special,Separated,With parents,13745,622,1,0,0,Laborers,2.0,24.0,2.0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10668,401,1,1,0,Sales staff,4.0,14.0,1.0
M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,14136,2628,1,0,0,Managers,4.0,28.0,1.0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,19620,2196,0,0,0,Core staff,2.0,6.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23657,0,0,0,0,unknown,1.0,44.0,2.0
F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,19360,1912,0,0,0,Sales staff,2.0,46.0,2.0
M,N,Y,1,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,12152,1230,0,0,0,Laborers,2.0,24.0,1.0
F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21999,0,0,0,0,unknown,1.0,23.0,2.0
M,N,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,8887,170,1,1,0,Managers,2.0,2.0,1.0
M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,13174,2477,0,0,0,Managers,4.0,29.0,1.0
F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,13810,1678,1,1,1,Core staff,3.0,1.0,1.0
M,Y,Y,1,216000.0,Working,Higher education,Widow,House / apartment,13127,1279,0,0,0,Managers,2.0,27.0,2.0
M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20570,0,0,0,0,unknown,2.0,29.0,1.0
F,N,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,15260,622,1,0,0,Laborers,2.0,20.0,2.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,17432,2417,1,1,0,unknown,1.0,33.0,1.0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21034,0,0,0,0,unknown,2.0,11.0,2.0
M,Y,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24507,0,0,0,0,unknown,2.0,20.0,2.0
M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14152,826,1,1,0,Managers,2.0,9.0,2.0
F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,19598,11940,0,1,0,Medicine staff,2.0,39.0,2.0
M,N,Y,2,99000.0,Working,Incomplete higher,Married,House / apartment,11454,2196,0,0,0,Laborers,4.0,7.0,2.0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,17532,8044,0,0,0,Medicine staff,3.0,8.0,1.0
F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21916,0,0,1,0,unknown,2.0,4.0,2.0
F,Y,Y,1,94500.0,Working,Secondary / secondary special,Married,House / apartment,19780,6849,0,0,0,Managers,3.0,6.0,0.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,16693,6678,0,0,0,unknown,2.0,41.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20931,191,0,1,1,Security staff,2.0,48.0,2.0
F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,19395,3156,1,1,0,Core staff,2.0,20.0,2.0
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,13494,1281,0,0,0,Sales staff,2.0,46.0,2.0
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,13656,2207,0,1,0,Sales staff,3.0,19.0,1.0
F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,15843,1398,0,1,0,Sales staff,3.0,19.0,2.0
F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14775,4327,1,0,0,Medicine staff,2.0,27.0,2.0
M,N,N,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,11868,400,0,0,0,Drivers,3.0,5.0,2.0
F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21100,0,0,0,0,unknown,2.0,33.0,2.0
M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,10312,703,0,1,0,Laborers,2.0,39.0,1.0
F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,18198,2106,0,1,0,Sales staff,2.0,40.0,2.0
M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,20017,2020,0,0,0,Drivers,2.0,24.0,2.0
F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11388,1315,0,0,0,Core staff,2.0,14.0,1.0
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,17844,1095,0,0,0,Sales staff,1.0,4.0,2.0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,12002,1251,1,0,0,Managers,4.0,46.0,2.0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18427,1296,0,0,0,Laborers,2.0,1.0,0.0
M,Y,N,2,382500.0,Commercial associate,Higher education,Married,House / apartment,11526,2622,1,0,0,Managers,4.0,22.0,2.0
F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,11262,563,0,0,1,Accountants,3.0,13.0,2.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15493,645,1,0,0,Laborers,2.0,3.0,1.0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21253,0,0,1,0,unknown,2.0,7.0,2.0
F,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22287,0,0,0,0,unknown,2.0,5.0,2.0
F,N,N,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,19028,3172,0,1,0,Cooking staff,2.0,22.0,0.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19973,5311,0,0,0,Sales staff,2.0,50.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15595,3183,0,1,0,Laborers,2.0,59.0,2.0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,14838,1539,0,0,0,Laborers,5.0,13.0,2.0
F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,24302,0,0,0,0,unknown,1.0,28.0,1.0
F,N,N,1,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,17616,7189,1,1,0,Managers,3.0,19.0,0.0
F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15803,9029,0,1,0,High skill tech staff,2.0,4.0,2.0
M,Y,Y,0,116653.5,Commercial associate,Secondary / secondary special,Married,House / apartment,9270,1661,1,1,0,Laborers,2.0,15.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,18179,2773,0,1,0,Sales staff,2.0,46.0,1.0
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,22235,10600,0,0,0,Laborers,1.0,37.0,1.0
F,N,Y,0,148500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,21755,1345,0,0,0,unknown,1.0,3.0,1.0
F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,18838,5981,0,0,0,Managers,2.0,51.0,2.0
M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,12844,1198,1,1,0,Drivers,2.0,35.0,0.0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,13480,1328,0,0,1,Sales staff,3.0,8.0,1.0
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12873,197,0,0,0,Sales staff,3.0,3.0,1.0
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23130,0,0,1,0,unknown,1.0,40.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20967,0,0,1,0,unknown,2.0,47.0,2.0
F,N,Y,1,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,15899,3993,0,0,0,unknown,2.0,56.0,0.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15839,1381,0,1,0,High skill tech staff,1.0,3.0,1.0
F,Y,Y,0,405000.0,Commercial associate,Incomplete higher,Married,House / apartment,18517,3944,0,1,0,unknown,2.0,0.0,1.0
M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,22800,102,0,0,0,Drivers,2.0,14.0,2.0
F,N,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,16416,1782,0,0,0,Laborers,1.0,55.0,2.0
F,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,With parents,9690,2765,1,1,0,Managers,1.0,19.0,0.0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,14976,4212,0,0,0,unknown,4.0,21.0,2.0
F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,12334,460,0,0,0,Accountants,4.0,33.0,1.0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20341,6853,0,0,0,Laborers,2.0,51.0,2.0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,13503,1768,1,1,0,Medicine staff,2.0,41.0,1.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,23537,4888,0,0,0,Medicine staff,2.0,46.0,2.0
F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22517,0,0,0,0,unknown,1.0,56.0,2.0
F,N,N,0,171000.0,Pensioner,Higher education,Married,House / apartment,20771,0,0,1,0,unknown,2.0,19.0,1.0
M,Y,Y,1,810000.0,Commercial associate,Higher education,Married,House / apartment,18365,4456,1,1,1,unknown,3.0,24.0,2.0
M,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,24230,0,0,0,0,unknown,2.0,53.0,2.0
F,N,Y,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,17965,2775,0,1,0,Private service staff,1.0,17.0,0.0
F,Y,Y,2,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9868,583,0,0,0,Sales staff,4.0,2.0,1.0
F,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15932,4490,0,0,0,High skill tech staff,2.0,26.0,2.0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,14858,1109,0,0,0,Laborers,2.0,10.0,2.0
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,10037,1078,0,0,0,Managers,1.0,25.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,18540,1534,0,0,0,Sales staff,1.0,4.0,1.0
F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,13028,104,0,1,0,Sales staff,4.0,4.0,1.0
F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,9662,796,1,1,0,Core staff,4.0,40.0,2.0
F,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,14140,2513,0,0,0,Drivers,2.0,14.0,2.0
F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,13556,4296,0,1,0,Managers,3.0,52.0,0.0
F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10302,734,0,0,0,Core staff,2.0,50.0,2.0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,9124,960,1,0,0,Drivers,2.0,21.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,14760,1315,0,0,0,unknown,1.0,20.0,2.0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,18234,2965,1,1,0,Core staff,2.0,54.0,2.0
F,Y,Y,1,157500.0,Working,Higher education,Separated,House / apartment,9800,2109,0,0,1,Medicine staff,2.0,14.0,2.0
F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,17718,4463,0,0,0,unknown,2.0,48.0,2.0
F,Y,Y,1,252000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,10707,747,0,0,0,unknown,2.0,25.0,1.0
M,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,With parents,10844,1086,0,0,0,unknown,1.0,18.0,0.0
M,N,Y,1,180000.0,Working,Higher education,Married,With parents,15670,1654,0,0,0,Cooking staff,3.0,35.0,2.0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,10087,1447,0,0,0,unknown,4.0,45.0,2.0
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18214,5210,1,1,0,Laborers,2.0,25.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23120,0,0,0,0,unknown,2.0,17.0,1.0
M,Y,N,0,67500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,9047,716,0,0,0,Security staff,1.0,15.0,2.0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,24048,0,0,0,0,unknown,1.0,14.0,2.0
F,Y,Y,1,121500.0,State servant,Secondary / secondary special,Married,House / apartment,16114,706,0,0,0,Core staff,3.0,3.0,1.0
F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,9932,668,0,1,1,Accountants,3.0,15.0,2.0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,21215,808,0,0,0,Medicine staff,2.0,18.0,2.0
M,Y,Y,0,90000.0,Commercial associate,Incomplete higher,Married,With parents,9987,410,0,0,0,Sales staff,2.0,14.0,2.0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20445,4187,0,0,0,Laborers,2.0,5.0,2.0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20255,0,0,0,0,unknown,2.0,13.0,2.0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,13868,3008,1,0,0,Sales staff,3.0,18.0,0.0
F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,11736,1816,0,0,0,Cooking staff,2.0,50.0,2.0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,9862,2135,1,0,0,Laborers,1.0,29.0,0.0
F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,13678,7018,0,0,0,Core staff,5.0,23.0,2.0
F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,23602,0,0,0,0,unknown,2.0,9.0,2.0
F,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,16518,410,0,0,0,unknown,2.0,58.0,1.0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21177,0,0,0,0,unknown,2.0,38.0,2.0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,13805,1557,0,0,0,Laborers,1.0,2.0,0.0
F,N,Y,0,153000.0,Working,Higher education,Single / not married,House / apartment,10762,683,0,1,0,Core staff,1.0,21.0,2.0
